ID_general;ID_general_old;fullname;gender;possible_identity_with;members;members_names;specialcase;borderline;comment_entity;ID_chapter_1;ID_chapter_2;ID_chapter_3;ID_chapter_4;ID_chapter_5;ID_chapter_6;ID_chapter_7;ID_chapter_8;ID_chapter_9;ID_chapter_10;ID_chapter_11;ID_chapter_12;ID_chapter_13;ID_chapter_14;ID_chapter_15;ID_chapter_16;ID_chapter_17;ID_chapter_18;ID_chapter_19;ID_chapter_20;ID_chapter_21;ID_chapter_22;ID_chapter_23;ID_chapter_24;ID_chapter_25;ID_chapter_26;ID_chapter_27;ID_chapter_28;ID_chapter_29;ID_chapter_30;ID_chapter_31;ID_chapter_32;ID_chapter_33;ID_chapter_34;ID_chapter_35;ID_chapter_36;ID_chapter_37
entity_0798;figur_0755;Menschen die ihren Grund und Boden zu nutzen genötigt sind;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen die ihren Grund und Boden zu nutzen genötigt sind;;;;;;;;;;
entity_0799;figur_0758;Sohn;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sohn;;;;;;;;;;
entity_0800;figur_0759;Sohn allgemein 2;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sohn allgemein 2;;;;;;;;;;
entity_0801;figur_0760;Vater allgemein 2;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vater allgemein 2;;;;;;;;;;
entity_0802;figur_0761;Menschen die sich mit Nächstvergangenem zu beschäftigen wissen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen die sich mit Nächstvergangenem zu beschäftigen wissen;;;;;;;;;;
entity_0803;figur_0762;große und reiche Familien;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;große und reiche Familien;;;;;;;;;;
entity_0804;figur_0764;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;;;;;
entity_0805;figur_0765;Vater eines Sohnes allgemein;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vater eines Sohnes allgemein;;;;;;;;;;
entity_0806;figur_0769;Eltern;mf;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eltern;;;;;;;;;;
entity_0807;figur_0772;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;;;;;;;;;;
entity_0808;figur_0773;Großvater großer und reicher Familien;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Großvater großer und reicher Familien;;;;;;;;;;
entity_0809;figur_0774;Kinder;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kinder;;;;;;;;;;
entity_0810;figur_0777;Vater;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vater;;;;;;;;;;
entity_0811;figur_0779;Vater großer und reicher Familien;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vater großer und reicher Familien;;;;;;;;;;
entity_0812;figur_0780;Vielbesitzender;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vielbesitzender;;;;;;;;;;
entity_0813;figur_0781;Vorfahren großer und reicher Familien;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorfahren großer und reicher Familien;;;;;;;;;;
entity_0814;figur_0785;Kind;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kind;;;;;;;;;
entity_0815;figur_0786;Unmündige;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unmündige;;;;;;;;;
entity_0816;figur_0787;Arme;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arme;;;;;;;;;
entity_0817;figur_0789;eigensinnige Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eigensinnige Menschen;;;;;;;;;
entity_0818;figur_0790;Geliebter allgemein;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Geliebter allgemein;;;;;;;;;
entity_0819;figur_0791;Freunde allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Freunde allgemein;;;;;;;;;
entity_0820;figur_0792;Gärtner allgemein;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gärtner allgemein;;;;;;;;;
entity_0821;figur_0793;Kinder;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kinder;;;;;;;;;
entity_0822;figur_0811;Mensch allgemein 2;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 2;;;;;;;;
entity_0823;figur_0815;Reisender;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Reisender;;;;;;;;
entity_0824;figur_0824;Weiber allgemein;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Weiber allgemein;;;;;;;;
entity_0825;figur_0826;junge Frauenzimmer allgemein;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;junge Frauenzimmer allgemein;;;;;;;;
entity_0826;figur_0842;Gutmeinende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gutmeinende;;;;;;;;
entity_0827;figur_0843;Gäste;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gäste;;;;;;;;
entity_0828;figur_0844;Neugierige;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Neugierige;;;;;;;;
entity_0829;figur_0845;Tochter;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tochter;;;;;;;;
entity_0830;figur_0850;Zögling;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zögling;;;;;;;;
entity_0831;figur_0851;jemand der für Tochter zu sorgen hat;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jemand der für Tochter zu sorgen hat;;;;;;;;
entity_0832;figur_0852;unruhige Reisende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unruhige Reisende;;;;;;;;
entity_0833;figur_0854;Frauen allgemein;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen allgemein;;;;;;;
entity_0834;figur_0855;Schweizer Mädchen;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schweizer Mädchen;;;;;;;
entity_0835;figur_0856;Kind eines geliebten Mannes allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kind eines geliebten Mannes allgemein;;;;;;;
entity_0836;figur_0857;Menge allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menge allgemein;;;;;;;
entity_0837;figur_0863;geistreicher Erzähler;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;geistreicher Erzähler;;;;;;;
entity_0838;figur_0864;geliebter Mann allgemein;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;geliebter Mann allgemein;;;;;;;
entity_0839;figur_0865;Jemand der sich sein ganzes Leben als zuverlässiger Mann bewiesen hat;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jemand der sich sein ganzes Leben als zuverlässiger Mann bewiesen hat;;;;;;
entity_0840;figur_0866;Sohn allgemein;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sohn allgemein;;;;;;
entity_0841;figur_0867;Eltern allgemein;mf;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eltern allgemein;;;;;;
entity_0842;figur_0869;Mensch der in Alter frühere Jugendwünsche realisieren will;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch der in Alter frühere Jugendwünsche realisieren will;;;;;;
entity_0843;figur_0870;Mensch der vorwärts oder rückwärts greift;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch der vorwärts oder rückwärts greift;;;;;;
entity_0844;figur_0874;Mensch allgemein 2;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 2;;;;;;
entity_0845;figur_0875;Kinder von Eltern allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kinder von Eltern allgemein;;;;;;
entity_0846;figur_0877;Kinder allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kinder allgemein 2;;;;;;
entity_0847;figur_0880;Vater allgemein;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vater allgemein;;;;;;
entity_0848;figur_0881;Weltmenschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Weltmenschen;;;;;;
entity_0849;figur_0882;Einander fremde und gleichgültige Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen;;;;;
entity_0850;figur_0883;junge Gatten;mf;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;junge Gatten;;;;;
entity_0851;figur_0884;zartes Gemüt;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zartes Gemüt;;;;;
entity_0852;figur_0889;Liebende allgemein;mf;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liebende allgemein;;;;;
entity_0853;figur_0898;die einzelnen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;die einzelnen;;;
entity_0854;figur_0899;zurückgezogene Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zurückgezogene Menschen;;;
entity_0855;figur_0900;seltsam unglücklicher Mensch;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;seltsam unglücklicher Mensch;;;
entity_0856;figur_0901;Menschen allgemein 7;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 7;;;
entity_0857;figur_0902;Freunde;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Freunde;;;
entity_0858;figur_0903;Hausgenossen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hausgenossen;;;
entity_0859;figur_0904;Verwandte;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Verwandte;;;
entity_0860;figur_0905;alle die seltsam unglücklichen Menschen sehen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alle die seltsam unglücklichen Menschen sehen;;;
entity_0861;figur_0906;Unglücklicher allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unglücklicher allgemein;;;
entity_0862;figur_0909;Menschen allgemein 8;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 8;;;
entity_0863;figur_0910;Verirrte;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Verirrte;;;
entity_0864;figur_0914;Glückliche allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Glückliche allgemein;;;
entity_0865;figur_0916;Jeder der Unglücksort betritt;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jeder der Unglücksort betritt;;;
entity_0866;figur_0918;Glücklicher allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Glücklicher allgemein;;;
entity_0867;figur_0920;Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein;;;
entity_0868;figur_0921;Menschen allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 2;;;
entity_0869;figur_0922;Menschen allgemein 6;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 6;;;
entity_0870;figur_0924;Schüler;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schüler;;;
entity_0871;figur_0925;Unglückliche;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unglückliche;;;
entity_0872;figur_0926;geliebter Gegenstand;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;geliebter Gegenstand;;;
entity_0873;figur_0933;jemand der Ordensgelübde mit Überlegung eingeht;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jemand der Ordensgelübde mit Überlegung eingeht;
entity_0874;figur_0937;Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein;
entity_0875;figur_0941;Von Geboten angesprochener;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Von Geboten angesprochener
entity_0876;figur_0942;Ehepaare allgemein;mf;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehepaare allgemein
entity_0877;figur_0944;Mensch allgemein 2;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 2
entity_0878;figur_0946;Kinder allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kinder allgemein
entity_0879;figur_0947;anderer Mensch;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;anderer Mensch
entity_0880;figur_0954;vorahnende Kinder allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vorahnende Kinder allgemein
entity_0881;figur_0956;Jemand der Geliebten Gutes bringt;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jemand der Geliebten Gutes bringt
entity_0882;figur_0958;Jemand den man hasst;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jemand den man hasst
entity_0883;figur_0960;Andere Personen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Personen
entity_0884;figur_0961;Lebendige;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lebendige
entity_0885;figur_0963;Mann allgemein;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mann allgemein
entity_0886;figur_0965;Gemeinde;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeinde
entity_0887;figur_0970;Fürst;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fürst
entity_0888;figur_0971;Glückliche;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Glückliche
entity_0889;figur_0975;Nation;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nation
entity_0890;figur_0976;Mutter;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mutter
entity_0891;figur_0977;Vater;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vater
entity_0892;figur_0978;Unglückliche;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unglückliche
entity_0893;figur_0979;Weib allgemein;f;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Weib allgemein
entity_0894;figur_0981;Völker;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Völker
entity_0895;figur_0983;irgendein Mensch;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;irgendein Mensch
entity_0896;figur_0037;Wer ein Bessers will als er hat;u;;;;generic;;;;;Wer ein Bessers will als er hat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0897;figur_0042;Auf Namensbedeutung Abergläubische;u;;;;generic, group;;;;;Auf Namensbedeutung Abergläubische;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0898;figur_0054;Personen die sich aus Liebhaberei mit Gartenkunst beschäftigen;u;;;;generic, group;;;;;;Personen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0899;figur_0075;Mensch im Allgemeinen 2;u;;;;generic;;;;;;;Mensch im Allgemeinen 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0900;figur_0076;Jemand dem Eduard vorliest;u;;;;generic;;;;;;;Jemand dem Eduard vorliest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0901;figur_0082;jemand der nicht durch sinnliches Anschauen mit dem Begriff Wahlverwandtschaft versöhnt ist;u;;;;generic;;;;;;;jemand 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0902;figur_0083;Einungskünstler im Allgemeinen;u;;;;generic;;;;;;;Einungskünstler im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0903;figur_0087;Jemand der Eduard ins Buch sieht;u;;;;generic;;;;;;;Jemand der Eduard ins Buch sieht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0904;figur_0091;Menschen denen es unerträglich ist, wenn ihnen jemand ins Buch sieht;u;;;;generic, group;;;;;;;Menschen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0905;figur_0109;Jemand der von Ottilie etwas fordert allgemein;u;;;;generic;;;;;;;;Fordernder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0906;figur_0112;Lehrer allgemein;u;;;;generic, group;;;;;;;;Lehrer allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0907;figur_0126;Menschen mit denen man zu leben hat;u;;;;generic, group;;;;;;;;;Menschen mit denen man zu leben hat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0908;figur_0140;Bauern allgemein;u;;;;generic, group;;;;;;;;;Bauern allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0909;figur_0129;Bürger allgemein;u;;;;generic, group;;;;;;;;;Bürger allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0910;figur_0178;Jemand der auf hohem Punkt steht;u;;;;generic;;;;;;;;;;;;Jemand der auf hohem Punkt steht;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0911;figur_0225;Ehepartner der zum dritten Mal heiratet;u;;;;generic;;;;;;;;;;;;;Ehepartner der zum dritten Mal heiratet;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0912;figur_0261;von Sarmaten geliebte und verehrte Person;u;;;;generic;;;;;;;;;;;;;;von Sarmaten geliebte und verehrte Person;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0913;figur_0268;Diejenigen die über den See fahren;u;;;;generic, group;;;;;;;;;;;;;;;Reisende;;;;;;;;;;;;;;;;;;;;;;;;
entity_0914;figur_0303;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;;;;;;;;;;;;;;;;
entity_0915;figur_0346;Jemand der mehr lieben kann als Eduard;u;;;;generic, nonfact;;;;;;;;;;;;;;;;;;;;;Jemand der mehr lieben kann als Eduard;;;;;;;;;;;;;;;;;;
entity_0916;figur_0351;Tränenreiche Männer;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;Tränenreiche Männer;;;;;;;;;;;;;;;;;;
entity_0917;figur_0395;Dichter;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;Dichter;;;;;;;;;;;;;;;;;
entity_0918;figur_0426;Mensch allgemein 4;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 4;;;;;;;;;;;;;;;;
entity_0919;figur_0445;Menschen allgemein 5;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 5;;;;;;;;;;;;;;;;
entity_0920;figur_0446;die Unsrigen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;die Unsrigen;;;;;;;;;;;;;;;;
entity_0921;figur_0449;geliebte Personen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;geliebte Personen;;;;;;;;;;;;;;;;
entity_0922;figur_0453;Mensch allgemein 3;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 3;;;;;;;;;;;;;;;
entity_0923;figur_0464;Baumeister;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;Baumeister;;;;;;;;;;;;;;;
entity_0924;figur_0509;Menschen allgemein 11;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 11;;;;;;;;;;;;;;
entity_0925;figur_0569;Menschen allgemein 4;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 4;;;;;;;;;;;;;
entity_0926;figur_0574;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;;;;;;;;;;;;;
entity_0927;figur_0698;Menschen allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 2;;;;;;;;;;;
entity_0928;figur_0714;Frauen allgemein 3;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen allgemein 3;;;;;;;;;;;
entity_0929;figur_0715;Menschen allgemein 4;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 4;;;;;;;;;;;
entity_0930;figur_0723;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;;;;;;;;;;;
entity_0931;figur_0736;Mensch allgemein 1;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 1;;;;;;;;;;;
entity_0932;figur_0741;Menschen allgemein 1;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 1;;;;;;;;;;;
entity_0933;figur_0737;Jugend;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jugend;;;;;;;;;;;
entity_0934;figur_0783;ältere Personen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ältere Personen;;;;;;;;;;
entity_0935;figur_0784;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;;;;
entity_0936;figur_0800;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;;;;;;;;
entity_0937;figur_0804;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;;;
entity_0938;figur_0808;Menschen allgemein 4;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 4;;;;;;;;
entity_0939;figur_0816;ein Jüngling nach dem sich junge Frauenzimmer sehnen;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ein Jüngling nach dem sich junge Frauenzimmer sehnen;;;;;;;;
entity_0940;figur_0822;Jeder der eine allgemeine Betrachtung in einer Gesellschaft ausspricht;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jeder der eine allgemeine Betrachtung in einer Gesellschaft ausspricht;;;;;;;;
entity_0941;figur_0837;Frauen;f;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen;;;;;;;;
entity_0942;figur_0868;Mensch allgemein 3;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 3;;;;;;
entity_0943;figur_0879;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;
entity_0944;figur_0892;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;
entity_0945;figur_0908;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;;;
entity_0946;figur_0913;Menschen allgemein 4;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 4;;;
entity_0947;figur_0915;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;
entity_0948;figur_0929;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;
entity_0949;figur_0930;Mensch allgemein 2;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein 2;
entity_0950;figur_0931;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;
entity_0951;figur_0935;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;
entity_0952;figur_0943;Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein
entity_0953;figur_0972;Geliebte von Jemand;u;;;;generic, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Geliebte von Jemand
entity_0954;figur_0984;gebildete vernünftige Völker;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gebildete vernünftige Völker
entity_0955;;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein
